u,g,r,i,z
18.20322,16.347189999999998,15.49995,15.03929,14.66415
20.43068,18.52916,17.46398,17.038120000000003,16.71977
19.35138,17.96622,17.121760000000002,16.713829999999998,16.371660000000002
20.488789999999998,18.3151,17.25694,16.77504,16.391560000000002
19.98349,18.559839999999998,17.37769,16.91311,16.60296
18.66756,16.7253,15.772879999999999,15.269620000000002,14.89511
19.34818,17.97157,17.27467,16.91487,16.6433
19.47842,17.85367,17.29065,16.98491,16.73489
19.72071,17.88922,16.89612,16.508979999999998,16.23907
20.39507,18.79368,17.544439999999998,17.02897,16.63614
18.83768,17.50528,16.961270000000003,16.675520000000002,16.448729999999998
18.244889999999998,16.70971,16.15756,15.828270000000002,15.64955
19.82967,18.42018,17.70007,17.26901,16.94099
17.09309,15.865739999999999,15.2923,15.02065,14.83339
18.53397,16.96578,16.17418,15.740179999999999,15.4404
20.03412,18.49837,17.58535,17.144560000000002,16.83529
20.09682,18.34196,17.30653,16.87629,16.53419
19.56771,18.331039999999998,17.59202,17.18489,16.92266
18.47449,17.06493,16.30399,15.82639,15.569139999999999
20.30358,18.35041,17.405070000000002,17.00179,16.69404
20.24184,18.656570000000002,17.81482,17.41006,17.156229999999997
19.944960000000002,18.1993,17.429660000000002,17.01644,16.662779999999998
20.83969,18.67967,17.43488,16.94182,16.58515
21.412670000000002,19.15527,17.71814,17.19783,16.82524
18.563,17.68869,17.43636,17.14539,17.05216
17.75217,15.866829999999998,15.0115,14.61485,14.28535
19.21385,17.957910000000002,17.5435,17.24985,17.12836
19.15256,17.80966,17.16096,16.79184,16.58778
19.306639999999998,17.97605,17.15255,16.73229,16.48745
20.39395,18.69588,17.665589999999998,17.20555,16.83624
20.807579999999998,18.747510000000002,17.4768,17.04066,16.76588
20.61405,18.51419,17.17901,16.66358,16.33338
20.59966,18.514329999999998,17.4765,16.9222,16.53726
18.23999,16.8509,16.1578,15.79134,15.506079999999999
19.96762,18.51824,17.79616,17.38215,17.11267
17.33856,16.005010000000002,15.39194,15.08496,14.86624
19.35203,18.22636,17.7289,17.43132,17.3675
17.67171,16.68059,16.265279999999997,16.00755,15.82835
20.15715,18.4359,17.597739999999998,17.21944,16.91112
19.68219,18.46799,17.780720000000002,17.3948,17.147389999999998
20.42785,18.64856,17.60375,17.12095,16.866020000000002
14.25983,13.22255,12.18286,12.224310000000001,12.17098
19.519779999999997,17.75443,16.8728,16.48856,16.191979999999997
19.14708,17.33833,16.47056,16.059379999999997,15.75565
20.1207,18.43093,17.42221,16.895020000000002,16.549879999999998
18.10774,16.7863,16.276139999999998,15.953079999999998,15.713320000000001
20.00321,18.38832,17.56705,17.16084,16.87221
20.7365,18.97654,17.70177,17.204729999999998,16.9126
20.23519,18.530910000000002,17.42099,16.92175,16.541520000000002
19.35276,18.08415,17.52345,17.12673,17.02086
20.05943,18.195999999999998,17.279989999999998,16.87179,16.53826
19.2143,18.01726,17.44236,17.07991,16.88999
18.92243,17.29395,16.47583,16.08332,15.78684
20.36298,18.70881,17.7029,17.20037,16.80566
19.07925,17.78937,17.01181,16.617810000000002,16.360970000000002
19.0438,17.8993,17.32948,16.96051,16.714779999999998
19.52854,18.029420000000002,17.22135,16.72273,16.33214
20.31195,18.497220000000002,17.55176,17.14528,16.83211
20.46751,18.49237,17.39617,16.90717,16.54397
20.55694,18.67468,17.680999999999997,17.25582,16.91025
20.48911,18.6283,17.59778,17.127110000000002,16.72501
19.89862,17.94366,16.923479999999998,16.466820000000002,16.11361
19.19805,17.76533,16.954279999999997,16.53526,16.20532
20.98329,19.158,17.85001,17.313779999999998,16.982860000000002
18.28791,17.15495,16.63737,16.30697,16.05784
20.27851,18.56145,17.47484,17.04286,16.683770000000003
20.66539,18.27334,17.10954,16.617,16.26664
19.89844,18.29799,17.299429999999997,16.81554,16.49615
20.25543,18.31488,17.29397,16.866979999999998,16.51069
21.24178,19.32997,17.85841,17.385089999999998,17.02056
20.03637,18.12204,17.02657,16.55045,16.18551
18.78935,17.04685,16.24225,15.8834,15.59516
19.97717,18.15161,17.22839,16.77766,16.41356
20.36405,18.655929999999998,17.59538,17.1471,16.77856
19.73056,18.08493,17.314510000000002,16.90652,16.64647
18.00275,17.07957,16.74653,16.51249,16.33638
19.63918,18.17406,17.50891,17.14686,16.93835
19.54274,18.3203,17.74994,17.46032,17.28518
20.57549,18.6046,17.61937,17.196479999999998,16.86296
20.969839999999998,18.99576,17.65922,17.15609,16.8546
19.493270000000003,17.83175,17.020970000000002,16.64096,16.35797
18.992829999999998,17.47609,16.69535,16.272129999999997,15.97161
18.58829,17.40439,16.76132,16.45843,16.20433
20.32299,18.36845,17.47608,17.07359,16.7876
15.6945,13.79858,12.96279,12.566510000000001,12.30026
16.43028,15.12745,14.60351,14.338989999999999,14.195020000000001
19.68515,18.6235,17.878420000000002,17.47823,17.20871
19.81674,17.97495,16.9197,16.456529999999997,16.06471
18.73904,17.68095,17.22069,16.94363,16.80092
18.17655,16.34587,15.487160000000001,15.06046,14.760179999999998
19.40456,18.037770000000002,17.34141,16.96085,16.71542
19.61424,17.77952,16.852320000000002,16.39361,16.05044
20.86531,18.69706,17.64503,17.21675,16.91146
15.74603,13.90285,13.05574,12.618269999999999,12.27956
19.781370000000003,18.30451,17.5661,17.18586,16.92673
20.63239,18.90106,17.65084,17.14389,16.8314
17.08535,15.104610000000001,14.193729999999999,13.749479999999998,13.41182
16.6018,15.181920000000002,14.571760000000001,14.224879999999999,14.0414
20.22319,18.138189999999998,16.93214,16.4005,16.0793
18.93984,17.24105,16.44194,16.08001,15.788820000000001
19.77328,18.341929999999998,17.39989,16.899639999999998,16.54712
19.64,18.18584,17.560979999999997,17.15093,16.9024
19.58815,17.681720000000002,16.74157,16.34732,15.98224
18.87079,17.26219,16.52131,16.191779999999998,15.898779999999999
18.88821,17.5003,16.88391,16.56942,16.38489
18.933510000000002,17.83322,17.4157,17.18896,17.1067
19.20501,17.736539999999998,17.01652,16.65622,16.39849
20.43126,18.63954,17.617910000000002,17.13243,16.76665
19.84668,18.314020000000003,17.3884,16.92516,16.62325
20.12402,18.33961,17.33892,16.85073,16.52523
17.585060000000002,15.779420000000002,14.9938,14.61493,14.322870000000002
19.10568,17.89626,17.4404,17.21179,17.00668
20.277720000000002,18.578310000000002,17.6084,17.179489999999998,16.842589999999998
20.5071,18.52608,17.37986,16.894370000000002,16.52159
18.18654,16.73601,15.98881,15.595239999999999,15.28535
19.11893,17.876479999999997,17.433870000000002,17.10912,16.921670000000002
19.02679,17.35444,16.6017,16.25378,15.993929999999999
19.743679999999998,18.52872,17.744889999999998,17.3252,17.08848
19.8611,18.10998,17.37651,17.04028,16.765079999999998
20.43391,18.44749,17.34763,16.89818,16.57229
17.0394,15.574060000000001,14.88677,14.50705,14.267029999999998
19.82228,18.32045,17.52091,17.09446,16.79114
19.74534,18.32961,17.6836,17.3086,17.02484
19.057000000000002,17.40883,16.62365,16.209979999999998,15.91351
20.787770000000002,18.76598,17.67623,17.21217,16.877779999999998
19.692610000000002,17.7612,16.84682,16.424529999999997,16.08136
19.25059,18.11468,17.726110000000002,17.34941,17.27192
20.09115,18.78595,17.75585,17.33195,17.00534
19.05546,17.86211,17.4605,17.17335,17.097939999999998
18.58192,17.652160000000002,17.0995,16.65963,16.47265
20.00548,18.68605,17.87106,17.420370000000002,17.13626
20.52466,18.60624,17.65184,17.22854,16.88007
20.4088,18.32749,17.24615,16.7708,16.419610000000002
20.27862,18.41518,17.50076,17.11102,16.80783
20.28942,18.1687,17.05005,16.57408,16.213260000000002
19.34892,18.058729999999997,17.720860000000002,17.459220000000002,17.53213
20.83645,18.64888,17.638920000000002,17.206139999999998,16.86995
20.47095,18.45424,17.33827,16.88717,16.53547
18.83,17.2629,16.5548,16.200570000000003,15.991979999999998
20.270210000000002,18.56002,17.367620000000002,16.87574,16.56413
20.14385,18.73232,17.78419,17.32144,17.00841
18.98284,17.701970000000003,16.8277,16.386789999999998,16.08021
17.00415,15.660839999999999,15.021770000000002,14.650139999999999,14.35475
20.75667,18.53968,17.40965,16.97839,16.61798
19.79945,18.03967,17.1962,16.8201,16.52422
18.82544,17.33686,16.48926,16.11024,15.808079999999999
18.83406,17.63414,17.19819,16.90383,16.786089999999998
18.07135,16.879939999999998,16.34509,16.008960000000002,15.79959
21.11838,18.65372,17.44141,16.96921,16.54806
19.1221,17.75724,16.98299,16.54964,16.25348
20.00456,18.44324,17.52465,16.98259,16.63026
19.38494,17.71354,16.9581,16.5702,16.267329999999998
19.73764,17.815520000000003,16.866020000000002,16.41979,16.084139999999998
20.313,18.49532,17.35537,16.875770000000003,16.486439999999998
19.94598,18.679029999999997,17.78356,17.312720000000002,16.97436
19.64055,18.36682,17.71341,17.3245,17.04934
19.6645,17.65241,16.576420000000002,16.11274,15.72819
21.88467,19.343729999999997,18.19866,17.73563,17.41262
20.698629999999998,18.72182,17.61711,17.15963,16.75159
19.285239999999998,17.95461,17.28675,16.88312,16.67135
18.93344,17.503120000000003,16.665210000000002,16.222360000000002,15.94469
18.138289999999998,16.73049,16.07626,15.72608,15.46545
17.53886,16.15355,15.60065,15.26668,15.06151
19.59178,18.32745,17.60109,17.2035,16.98412
20.1899,18.11876,17.1159,16.67216,16.30482
20.419729999999998,18.5748,17.55481,17.07935,16.7469
20.116429999999998,18.23388,17.14552,16.65549,16.277179999999998
19.267,17.21031,16.181060000000002,15.734720000000001,15.34331
19.02384,17.81019,17.121389999999998,16.73321,16.47004
18.062520000000003,16.727420000000002,16.08608,15.735999999999999,15.4931
19.58605,18.00386,17.30472,16.8925,16.56363
18.96717,17.7084,17.17491,16.79897,16.58858
19.13279,18.04607,17.49008,17.14149,16.91688
20.3955,18.46195,17.49727,17.06444,16.72006
19.488210000000002,18.2015,17.47924,17.08229,16.833
20.45177,18.78134,17.777839999999998,17.34253,16.97778
20.16052,18.17181,17.18882,16.76886,16.43828
19.29949,18.02252,17.33557,16.9663,16.76967
18.49607,16.92474,16.203689999999998,15.8361,15.61105
20.709220000000002,18.25901,16.95469,16.452289999999998,16.09744
20.39781,18.412670000000002,17.30582,16.82489,16.48601
20.204929999999997,18.26489,17.24628,16.761770000000002,16.44153
19.100270000000002,18.034760000000002,17.60949,17.39226,17.23134
17.837139999999998,16.351589999999998,15.633070000000002,15.248679999999998,15.00009
20.66721,18.72061,17.51534,17.0249,16.646810000000002
19.805020000000003,18.381870000000003,17.65958,17.290760000000002,17.04727
19.123379999999997,17.18592,16.22239,15.79044,15.47684
20.25544,18.68437,17.88663,17.492720000000002,17.178
20.04938,18.138720000000003,17.02737,16.5787,16.23122
19.695079999999997,17.66315,16.660239999999998,16.19012,15.805829999999998
19.545,17.73263,16.8455,16.4386,16.117520000000003
18.922,16.97893,16.09679,15.675070000000002,15.328710000000001
19.98276,18.11583,17.06983,16.561139999999998,16.1331
18.95641,17.30143,16.533079999999998,16.14625,15.891129999999999
19.031879999999997,17.74544,17.146639999999998,16.784779999999998,16.57249
20.24726,18.64989,17.63397,17.22034,16.95385
19.06418,17.37839,16.56587,16.13888,15.84939
18.83837,17.02729,16.241410000000002,15.86276,15.5514
17.82274,16.65505,16.3102,16.099429999999998,15.92944
17.547639999999998,16.29714,15.7284,15.44405,15.32533
18.83905,17.81579,17.53585,17.2639,17.15566
20.34065,18.566589999999998,17.73328,17.37769,17.07076
19.13733,17.87201,17.17335,16.75771,16.46319
18.92609,17.83602,17.3633,17.0438,16.86443
23.074360000000002,18.19969,17.638820000000003,17.26587,17.0226
19.33224,18.0262,17.41168,17.04376,16.760579999999997
20.73578,18.81874,17.68734,17.249489999999998,16.86419
20.64197,18.526329999999998,17.06567,16.53579,16.21053
18.4522,17.39789,17.078210000000002,16.805999999999997,16.7241
20.76149,18.567629999999998,17.34897,16.83926,16.46443
20.9922,19.034029999999998,17.93526,17.39046,16.976979999999998
20.20707,18.30404,17.13875,16.725089999999998,16.28417
19.41851,18.17613,17.66241,17.25348,17.05265
17.72041,16.71265,16.3423,16.10374,15.966920000000002
25.13275,18.56416,17.421770000000002,16.93401,16.55234
18.925629999999998,17.8397,17.203039999999998,16.866,16.68998
19.63015,18.12379,17.35042,16.93725,16.64904
19.52984,18.348589999999998,17.67145,17.31435,17.11461
20.215889999999998,18.33764,17.3266,16.88257,16.53531
17.296329999999998,15.49059,14.64821,14.2016,13.803320000000001
19.8471,18.27795,17.5547,17.085810000000002,16.73586
19.814429999999998,18.321270000000002,17.63919,17.31598,17.032020000000003
19.24796,18.17846,17.65981,17.3038,17.15019
17.78606,16.3976,15.76845,15.4156,15.17405
20.21559,18.43668,17.44395,16.92428,16.53096
19.335720000000002,18.0611,17.52582,17.24713,17.08241
21.11749,18.9042,17.7312,17.242070000000002,16.924979999999998
19.56411,17.82678,16.86038,16.4364,16.11662
19.317520000000002,17.989320000000003,17.39043,17.15377,16.92249
21.14781,19.0279,17.77509,17.317339999999998,16.97544
18.96603,17.543670000000002,16.78594,16.35389,16.06622
18.60061,17.42484,16.71801,16.3119,16.040470000000003
18.3622,16.408839999999998,15.5059,15.100320000000002,14.7946
20.80409,18.80933,17.43096,16.929660000000002,16.581570000000003
19.50571,17.6391,16.70371,16.29265,15.96796
19.87271,18.14507,17.17451,16.74636,16.41048
21.13025,18.806910000000002,17.51226,17.02016,16.629479999999997
20.304289999999998,18.575789999999998,17.75444,17.366,17.0896
17.98536,16.006629999999998,15.12589,14.71579,14.384
19.37862,17.43021,16.49259,16.06579,15.7088
18.831329999999998,17.55235,16.8989,16.54145,16.29213
19.28739,17.55809,16.7977,16.434720000000002,16.120279999999998
20.04743,18.48081,17.8246,17.47764,17.19361
19.320079999999997,17.71275,16.835520000000002,16.44691,16.16615
20.10869,18.350839999999998,17.1392,16.615479999999998,16.18685
19.39479,17.55258,16.59185,16.10846,15.751629999999999
20.466089999999998,18.53892,17.63111,17.232029999999998,16.93279
18.50935,17.33654,16.97002,16.75209,16.578310000000002
19.13216,17.813470000000002,17.08725,16.6858,16.41645
19.743370000000002,17.89228,16.95362,16.52238,16.19107
19.79331,17.8831,16.87694,16.45543,16.048579999999998
20.22874,18.47968,17.59757,17.178539999999998,16.8542
17.34704,15.40956,14.5151,14.093010000000001,13.77846
19.89855,18.363020000000002,17.21136,16.72901,16.44499
17.87097,16.86909,16.56227,16.33631,16.21906
20.74437,18.93542,17.62605,17.08062,16.69417
20.57808,18.4629,17.13925,16.61352,16.33269
19.45375,18.19235,17.421429999999997,17.010479999999998,16.707520000000002
20.43378,18.95635,17.89561,17.36235,16.99631
18.40108,16.67926,15.822679999999998,15.39655,15.0746
19.44689,18.11811,17.40481,17.07803,16.84825
16.423379999999998,14.496770000000001,13.63021,13.21429,12.92308
20.276410000000002,18.56325,17.70447,17.25657,16.89578
19.52494,18.07517,17.429270000000002,16.97718,16.659589999999998
20.47813,18.61936,17.4502,16.97963,16.64324
20.051470000000002,18.31289,17.55846,17.1116,16.83146
20.854879999999998,18.79896,17.51041,16.995910000000002,16.609579999999998
20.27629,18.25619,16.99172,16.50004,16.1417
18.9714,17.70202,17.20666,16.92687,16.73914
21.127670000000002,18.73442,17.342370000000003,16.814339999999998,16.48534
19.04203,17.518710000000002,16.79828,16.37428,16.06219
18.886670000000002,17.5075,16.90028,16.53312,16.37339
19.62755,18.10843,17.2428,16.782970000000002,16.4373
19.72356,17.798170000000002,16.64734,16.18061,15.83389
20.08141,18.07516,17.21329,16.751820000000002,16.43684
20.58312,18.60976,17.62872,17.223029999999998,16.89651
20.57451,18.851979999999998,17.570999999999998,17.08588,16.75111
20.02751,18.097179999999998,17.31204,16.87022,16.58879
19.83331,18.21387,17.380370000000003,16.99737,16.74249
18.462329999999998,17.12955,16.58016,16.25147,16.05462
20.590220000000002,18.51191,17.50829,17.08127,16.71953
18.279410000000002,16.27571,15.347999999999999,14.93009,14.58129
21.19896,19.05565,17.63346,17.0967,16.697010000000002
20.58669,18.876829999999998,17.60099,17.10828,16.7445
17.94335,16.80953,16.28451,16.04325,15.89366
18.9784,17.67145,17.01527,16.646179999999998,16.42544
17.808139999999998,16.02145,15.16288,14.751079999999998,14.43402
20.48869,18.74036,17.29757,16.76043,16.380470000000003
21.22645,19.08165,17.65731,17.13041,16.71591
20.24866,18.53455,17.67361,17.20356,16.81605
19.62679,17.70498,16.82105,16.39754,16.162329999999997
20.17534,18.2,17.11807,16.67604,16.30826
18.58144,17.45159,17.08397,16.81242,16.744239999999998
20.64919,18.47505,17.15333,16.63924,16.32265
19.479210000000002,18.20766,17.59807,17.25565,17.008210000000002
19.42801,18.05455,17.31926,16.91355,16.589779999999998
20.642770000000002,18.5597,17.288870000000003,16.79085,16.3996
19.56126,17.728679999999997,16.902910000000002,16.53172,16.22005
18.820999999999998,17.666079999999997,17.371760000000002,17.09534,16.9898
20.13409,18.1718,17.120260000000002,16.6741,16.33625
19.630489999999998,18.25025,17.46892,17.0355,16.72302
20.38525,18.41362,17.5656,17.17892,16.91393
19.606289999999998,17.93254,17.02052,16.58821,16.23402
18.69031,17.15684,16.47263,16.093870000000003,15.82845
18.192220000000002,16.61859,15.785039999999999,15.381379999999998,15.11351
18.791420000000002,17.119329999999998,16.304289999999998,15.9056,15.603829999999999
19.09529,17.78246,17.156579999999998,16.82633,16.61421
20.71518,18.54726,17.652620000000002,17.19775,16.853260000000002
17.66649,16.10008,15.29739,14.867220000000001,14.53656
19.22204,17.68499,17.142,16.859370000000002,16.58599
18.29736,16.7318,15.988339999999999,15.62316,15.35605
15.939739999999999,14.63544,14.03096,13.78759,13.612770000000001
20.35811,18.37135,17.32412,16.90038,16.5173
16.48489,14.64259,13.80698,13.39468,13.08872
20.124660000000002,18.126070000000002,17.05571,16.589570000000002,16.27722
20.14661,18.21975,17.29753,16.85574,16.52384
20.494120000000002,18.47726,17.48226,17.055320000000002,16.69859
17.66078,16.48193,15.954920000000001,15.61646,15.397089999999999
18.66092,17.22457,16.46343,16.033379999999998,15.697479999999999
20.37971,18.77359,17.69482,17.20702,16.78989
20.97,19.2111,17.75532,17.222520000000003,16.8798
18.99162,17.26322,16.48476,16.109679999999997,15.79284
19.53129,17.88746,17.02668,16.70738,16.50889
19.80193,17.71645,16.81573,16.39193,16.03301
20.474729999999997,18.728579999999997,17.649279999999997,17.28835,16.82985
18.67515,17.655079999999998,17.145429999999998,16.82389,16.65498
20.23489,18.36567,17.08066,16.583560000000002,16.22795
19.99836,18.60144,17.80881,17.36228,17.03129
19.08057,17.62151,16.92073,16.52658,16.28868
19.92505,17.99006,17.04233,16.593239999999998,16.2731
19.72504,17.88999,16.97925,16.556179999999998,16.25215
20.63106,18.68605,17.57445,17.12527,16.81372
19.49277,17.64795,16.82806,16.414620000000003,16.111810000000002
19.53461,18.00873,17.22516,16.83383,16.498920000000002
19.16038,17.86188,17.28267,16.9137,16.661620000000003
19.69856,18.17332,17.29822,16.83987,16.53271
19.836370000000002,18.33152,17.55562,17.11853,16.816760000000002
20.0105,18.50106,17.7542,17.324070000000003,17.02466
19.945829999999997,18.20354,17.10657,16.58095,16.2301
18.31144,17.34241,17.007070000000002,16.78517,16.688660000000002
20.16691,18.13639,16.92575,16.45436,16.063589999999998
19.07817,17.3093,16.407429999999998,15.95834,15.623289999999999
19.2281,17.74511,16.81855,16.40329,16.08192
20.52552,18.67703,17.56502,17.12441,16.76791
19.3143,18.25926,17.85204,17.5729,17.425720000000002
17.31338,16.13555,15.66884,15.403329999999999,15.19408
19.33878,17.68864,16.82818,16.3792,16.01897
20.51391,18.32248,17.12429,16.62226,16.27051
25.428729999999998,19.24205,17.59141,16.98066,16.66374
19.51949,17.43224,16.52515,16.12304,15.78687
19.55669,17.61161,16.783920000000002,16.393320000000003,16.08297
19.613020000000002,18.12803,17.404020000000003,16.9427,16.635720000000003
18.5289,16.84571,16.07542,15.663329999999998,15.40209
17.83362,16.26042,15.47914,15.02,14.70147
18.89837,17.761110000000002,17.2526,16.91894,16.770789999999998
19.07036,18.022560000000002,17.37161,17.427139999999998,16.94827
16.04573,14.087420000000002,13.239070000000002,12.805539999999999,12.50046
17.554560000000002,15.72991,14.95759,14.56381,14.26631
20.03914,18.21777,17.30726,16.885720000000003,16.528010000000002
19.79435,17.99444,17.08676,16.55963,16.16865
19.212,17.63735,16.94933,16.49144,16.17964
19.16676,18.12486,17.75998,17.45947,17.42051
20.57114,18.59388,17.59197,17.19577,16.85824
18.83274,17.656470000000002,17.25007,16.96479,16.860020000000002
20.52487,18.73651,17.69414,17.18034,16.80503
20.02681,18.55896,17.71912,17.25061,16.9629
19.503510000000002,18.332729999999998,17.78148,17.4962,17.35736
20.82467,18.77504,17.56759,17.08628,16.74035
18.88255,17.27533,16.429660000000002,15.95745,15.647020000000001
20.3667,18.46734,17.38252,16.948079999999997,16.60739
20.58478,18.653760000000002,17.49419,17.01074,16.7319
17.06793,15.664520000000001,15.021239999999999,14.73426,14.56509
20.51127,18.356920000000002,17.27585,16.85725,16.41662
20.05009,18.553,17.45617,16.95971,16.58984
20.75805,18.61686,17.32859,16.834,16.48082
19.74624,18.11936,17.237560000000002,16.852339999999998,16.558139999999998
20.24098,18.4423,17.3833,16.90822,16.4888
20.60042,18.5542,17.45286,16.9492,16.62133
20.307570000000002,18.53867,17.64039,17.21583,16.90599
20.16991,18.10831,16.93214,16.48621,16.14759
19.53125,17.59577,16.4826,16.039179999999998,15.679
18.808529999999998,17.5708,17.07493,16.7603,16.577270000000002
19.03916,17.524379999999997,16.673479999999998,16.298460000000002,15.988660000000001
17.64452,15.650689999999999,14.71185,14.2775,13.93835
19.78956,17.91488,16.993920000000003,16.57467,16.23891
19.32646,18.211370000000002,17.700960000000002,17.4258,17.22812
17.52334,15.92966,15.145629999999999,14.761870000000002,14.42835
19.32309,18.14366,17.796889999999998,17.450210000000002,17.26631
18.82133,17.59703,16.95035,16.54883,16.290429999999997
19.68564,18.31915,17.39676,16.971429999999998,16.66434
18.752760000000002,17.157329999999998,16.4694,16.087979999999998,15.80115
19.50485,17.42915,16.36385,15.98717,15.54788
19.363,18.23491,17.77046,17.46854,17.30424
19.57069,18.06891,17.33323,16.98165,16.734479999999998
18.46347,16.545920000000002,15.651620000000001,15.23316,14.911179999999998
20.20395,18.4183,17.30076,16.832079999999998,16.50649
19.17078,17.28892,16.450570000000003,16.06075,15.74805
20.061329999999998,18.194689999999998,17.03709,16.57583,16.26089
19.5323,18.15155,17.3266,16.9435,16.63747
18.21264,17.02917,16.551370000000002,16.23351,16.0227
20.02054,18.28425,17.25637,16.78809,16.44051
18.36066,16.8667,16.1188,15.689639999999999,15.392529999999999
19.09481,17.71538,17.11188,16.764860000000002,16.55947
19.71301,18.57698,17.809639999999998,17.46651,17.19055
15.810120000000001,14.85286,14.35535,14.11151,13.8991
19.57617,17.49249,16.39751,15.95222,15.58655
19.96167,18.172439999999998,17.17761,16.76943,16.4829
19.21601,17.77457,16.96568,16.56643,16.31726
19.1886,17.758570000000002,16.96885,16.510279999999998,16.11385
20.28039,18.7106,17.70601,17.219720000000002,16.86599
19.53976,18.364720000000002,17.34528,16.88374,16.53891
19.32384,17.45959,16.529529999999998,16.11536,15.78328
19.11356,17.347089999999998,16.4665,16.05762,15.751220000000002
17.197129999999998,15.51495,14.803429999999999,14.42581,14.289470000000001
16.52393,14.592939999999999,13.76206,13.37495,13.06046
17.459,15.63009,14.84335,14.4778,14.201570000000002
18.91405,17.84727,17.41377,17.13864,16.94485
17.12637,16.05186,15.68987,15.460320000000001,15.326270000000001
20.25695,18.37653,17.26098,16.82234,16.52429
20.58235,18.746270000000003,17.692320000000002,17.28964,16.91103
18.85316,17.00323,16.06963,15.659670000000002,15.3176
17.7626,16.360960000000002,15.66293,15.334929999999998,15.078870000000002
17.753239999999998,16.40009,15.753870000000001,15.36905,15.10801
18.40706,17.17878,16.60709,16.257,16.07155
19.2588,18.05528,17.46076,17.11105,16.88723
20.29514,18.49745,17.6442,17.24266,16.97721
19.753770000000003,18.232310000000002,17.54845,17.21002,16.90275
21.25607,18.648329999999998,17.62519,17.10746,16.64858
19.53545,17.68683,16.644170000000003,16.21161,15.85064
17.807779999999998,16.44122,15.857560000000001,15.5125,15.29161
19.68778,18.5639,17.98029,17.59604,17.40642
19.98594,18.449270000000002,17.57998,17.14047,16.7904
20.71484,18.650760000000002,17.71259,17.28922,16.99171
19.78418,18.116310000000002,17.4494,17.08476,16.86571
19.600379999999998,18.119889999999998,17.05074,16.58381,16.29498
19.0276,17.226010000000002,16.483629999999998,16.08304,15.75198
20.05377,18.42909,17.52679,17.13464,16.84026
20.15157,18.30407,17.35201,16.89573,16.58214
19.43955,18.17437,17.34151,16.90553,16.592029999999998
20.97025,19.02709,17.87005,17.398320000000002,17.0385
19.47466,17.94696,17.070610000000002,16.61049,16.28284
19.95942,18.231920000000002,17.32916,16.8486,16.503410000000002
18.13854,16.9016,16.52448,16.25829,16.17041
18.29332,17.49237,17.2416,17.11596,16.98909
19.4849,18.161929999999998,17.419079999999997,16.98124,16.70059
19.62934,18.45951,17.65831,17.22615,16.969720000000002
20.99555,18.9643,17.75967,17.27469,16.946189999999998
19.05676,17.71981,17.047810000000002,16.67165,16.39001
18.73765,17.5213,16.90776,16.5307,16.31936
19.89263,18.30923,17.60264,17.21162,16.939970000000002
18.21884,16.74981,16.06553,15.657979999999998,15.41809
19.31009,17.800520000000002,16.8276,16.37011,16.024620000000002
20.57264,18.49873,17.273629999999997,16.76135,16.38114
20.43775,18.69505,17.79165,17.29672,16.93626
20.46515,18.690820000000002,17.64599,17.15051,16.78536
19.13544,17.44491,16.474339999999998,15.98848,15.64347
18.90908,17.344089999999998,16.63806,16.259439999999998,16.04042
18.77798,17.59496,17.09895,16.84346,16.608620000000002
19.978920000000002,18.492539999999998,17.811410000000002,17.44666,17.15764
18.52798,16.78691,16.08233,15.731860000000001,15.484979999999998
20.21234,18.22043,16.96023,16.460929999999998,16.11806
17.92154,16.176920000000003,15.35714,14.93575,14.596229999999998
17.86506,16.46601,15.79095,15.367379999999999,15.096160000000001
16.43165,15.520270000000002,15.028579999999998,14.756089999999999,14.445870000000001
18.24352,16.761110000000002,16.05099,15.68079,15.42361
18.62584,17.31556,16.67289,16.28891,16.033
19.78274,17.9999,17.103679999999997,16.60448,16.405179999999998
19.32682,18.146639999999998,17.65255,17.3415,17.21348
20.44728,18.49064,17.49236,17.06952,16.71048
20.83558,19.02038,17.80491,17.29437,16.9784
20.49488,18.41121,17.32666,16.84775,16.44681
18.87111,17.45949,16.704720000000002,16.30304,16.02131
20.366789999999998,18.61,17.4295,16.95719,16.62785
20.131870000000003,18.07094,17.023889999999998,16.56304,16.16992
19.77283,17.85555,16.91229,16.47893,16.1758
19.292379999999998,17.34436,16.43481,16.512079999999997,15.659679999999998
20.22314,18.378429999999998,17.42077,17.02435,16.66874
20.970110000000002,18.980439999999998,17.742820000000002,17.26369,16.90775
20.6135,18.54101,17.532610000000002,17.0932,16.72511
18.61719,16.9464,16.26136,15.921129999999998,15.66329
17.41091,15.43873,14.52421,14.102089999999999,13.75389
19.66698,18.19482,17.44866,17.058970000000002,16.77675
19.780910000000002,18.0074,17.10069,16.59594,16.23447
20.34242,18.38297,17.45166,17.03065,16.72108
19.49226,18.24876,17.60868,17.18417,16.93463
20.25374,18.31255,17.27516,16.831889999999998,16.44391
18.655520000000003,17.7218,17.30003,17.06865,16.89873
19.46348,17.96734,17.34042,16.79071,16.509870000000003
20.18529,18.36224,17.43616,17.03206,16.73239
19.35538,18.211660000000002,17.72665,17.44756,17.25981
18.60545,17.79402,17.1951,16.84735,16.69132
19.01708,17.12947,16.2617,15.837079999999998,15.53395
19.80555,18.04845,17.20015,16.7619,16.4381
19.67745,18.35437,17.848,17.4922,17.23956
18.9136,16.95823,16.06085,15.64688,15.331370000000001
