u,g,r,i,z,redshift
20.47575,18.69722,17.70778,17.27532,16.910429999999998,0.137946
19.24805,17.407870000000003,16.41956,15.939010000000001,15.54592,0.11515399999999999
18.23377,17.136470000000003,16.79973,16.5699,16.42727,0.0327039
18.12634,16.547079999999998,15.744489999999999,15.312289999999999,14.99974,0.08031920000000001
20.03282,18.321360000000002,17.23317,16.77034,16.45971,0.180339
18.13869,16.85653,16.45983,16.213520000000003,16.0544,0.058482400000000004
18.26902,16.9771,16.4176,16.06374,15.84159,0.0736913
20.39123,18.226229999999997,16.95632,16.43623,16.09082,0.184738
18.03905,16.70608,16.06139,15.70035,15.435120000000001,0.0638399
20.34378,18.5815,17.595370000000003,17.21944,16.836479999999998,0.149786
18.960910000000002,17.6224,17.05234,16.76289,16.5226,0.0373129
20.23038,18.53494,17.5545,17.14011,16.84516,0.146001
19.27795,18.03121,17.356360000000002,16.98637,16.735970000000002,0.057019600000000004
20.21835,18.55586,17.61686,17.16731,16.855539999999998,0.11631
19.36075,17.815170000000002,17.063470000000002,16.63662,16.332520000000002,0.0806457
18.75202,17.42697,16.71454,16.307479999999998,16.02911,0.138172
19.02967,17.570610000000002,16.8697,16.5023,16.206529999999997,0.0695895
19.409879999999998,18.16672,17.45288,17.097839999999998,16.85274,0.137767
20.41245,18.38352,17.27293,16.801029999999997,16.420170000000002,0.14343599999999998
20.408720000000002,18.559079999999998,17.38598,16.89977,16.51765,0.152315
20.52115,18.48757,17.445829999999997,16.95982,16.6025,0.15070699999999998
20.29245,18.13662,16.892979999999998,16.37199,15.94179,0.14966500000000002
18.84283,17.34949,16.78331,16.36424,16.1655,0.0874954
18.60626,17.56513,17.195079999999997,16.91326,16.77209,0.060761
20.63593,18.76086,17.69519,17.2746,16.86306,0.137168
20.54366,18.306810000000002,17.029429999999998,16.539820000000002,16.15567,0.188916
19.53105,18.30211,17.79676,17.46011,17.28442,0.0620455
19.65005,18.14401,17.2692,16.87334,16.564770000000003,0.137995
17.58701,16.606370000000002,16.31767,16.04484,16.006220000000003,0.061805200000000005
20.127660000000002,18.5718,17.564610000000002,17.08685,16.74219,0.186839
19.79508,18.55262,17.7238,17.28408,17.0071,0.17893299999999998
17.467670000000002,16.34356,15.94725,15.71585,15.61881,0.0286
19.99954,17.9547,16.95824,16.521720000000002,16.22956,0.108795
20.57978,18.394579999999998,17.25509,17.0253,16.484820000000003,0.16700399999999999
18.13171,16.90295,16.52518,16.31561,16.34746,0.0287575
20.58154,18.53528,17.44405,16.97792,16.61562,0.13633299999999998
20.86327,18.86792,17.71255,17.25198,16.89499,0.162802
21.05489,18.7183,17.5881,17.10052,16.737389999999998,0.1528
19.90268,18.22766,17.2572,16.81587,16.46859,0.130609
20.35594,18.36805,17.26983,16.81324,16.464660000000002,0.133849
19.295679999999997,17.35741,16.48263,16.06549,15.76612,0.07241130000000001
20.5402,18.72018,17.46961,16.98217,16.58486,0.196851
20.148629999999997,18.15356,17.07667,16.651310000000002,16.27559,0.131379
20.61407,18.62698,17.334789999999998,16.83036,16.49211,0.189301
19.06064,17.84915,17.110879999999998,16.7375,16.52263,0.16292
20.71495,18.81563,17.58547,17.12245,16.76153,0.203746
21.10511,18.8768,17.34603,16.78262,16.4446,0.260202
20.34933,18.37985,17.14959,16.65188,16.3011,0.18369100000000002
19.89934,18.72411,17.71793,17.29346,17.001479999999997,0.221374
20.3732,18.44697,17.22492,16.71203,16.346420000000002,0.179697
19.98659,18.21025,17.376829999999998,16.95792,16.68742,0.07356239999999999
19.57927,18.35867,17.7666,17.43499,17.22345,0.08401669999999999
19.93629,18.2093,17.22672,16.81831,16.52721,0.11716700000000001
20.462229999999998,18.5502,17.52018,17.04383,16.735039999999998,0.120627
18.69057,17.51701,16.984370000000002,16.70801,16.56459,0.0747271
18.68058,17.3281,16.709970000000002,16.36553,16.13498,0.0674197
20.70711,18.67774,17.71857,17.29907,16.94475,0.0908893
20.002029999999998,18.42444,17.579520000000002,17.16479,16.8406,0.100116
19.894389999999998,18.50233,17.70584,17.27371,16.944029999999998,0.174925
17.25473,15.90139,15.41544,15.1845,15.167879999999998,0.02254
20.41699,18.69795,17.58379,17.061410000000002,16.65567,0.150653
19.35865,17.81439,17.10503,16.68289,16.45303,0.137072
19.52489,17.71647,16.53191,16.01823,15.6149,0.18053699999999998
18.06448,15.816529999999998,14.924420000000001,14.55376,14.16841,0.0650729
18.3109,16.586489999999998,15.819779999999998,15.44292,15.164270000000002,0.0369058
19.665779999999998,18.581210000000002,17.70346,17.25413,16.943379999999998,0.203663
20.36095,18.31805,17.09573,16.5907,16.234720000000003,0.183978
20.21208,18.30917,17.35805,16.943720000000003,16.607779999999998,0.09696510000000001
19.833679999999998,18.08214,17.02309,16.49081,16.09848,0.13649
20.41855,18.74524,17.74315,17.17052,16.80622,0.135008
19.50607,18.23615,17.62194,17.24853,17.04852,0.0891276
19.24429,17.53193,16.62526,16.187379999999997,15.864270000000001,0.10926199999999998
19.78635,17.938489999999998,17.04712,16.60615,16.25631,0.0891403
21.05924,19.36011,17.84289,17.28795,16.907,0.276618
19.16851,17.347260000000002,16.54339,16.144579999999998,15.776110000000001,0.0443913
17.8,16.28821,15.58934,15.17946,14.920539999999999,0.07133489999999999
18.7575,16.8256,15.944139999999999,15.54549,15.23732,0.0495841
20.23185,18.15691,16.98445,16.46831,16.0647,0.148612
18.78396,17.75925,17.36052,17.174979999999998,17.02487,0.0215263
20.102,18.2287,17.19357,16.746760000000002,16.427039999999998,0.146394
19.86028,18.477610000000002,17.62911,17.21112,16.93218,0.15029
19.6782,18.310470000000002,17.39821,16.95392,16.626260000000002,0.163768
20.15756,18.33372,17.29724,16.87712,16.529429999999998,0.13181800000000002
19.600279999999998,17.71242,16.642889999999998,16.21997,15.90146,0.168101
19.5291,18.092029999999998,17.25283,16.81474,16.54544,0.164047
20.05268,18.07178,16.98894,16.549129999999998,16.17381,0.13783099999999998
17.12965,15.80366,15.23121,14.868570000000002,14.67206,0.0689211
17.774279999999997,16.73721,16.27272,15.843620000000001,15.73725,0.0815386
20.42074,18.66964,17.5345,17.1374,16.66695,0.13450399999999998
19.61915,18.29404,17.646320000000003,17.26345,17.05497,0.07754960000000001
20.323610000000002,18.31465,17.2861,16.797220000000003,16.34841,0.105798
19.40705,18.288420000000002,17.55954,17.17379,16.90918,0.179465
22.29269,19.476979999999998,17.66396,17.09199,16.83063,0.312431
19.79616,18.14186,17.08309,16.61724,16.2858,0.17943299999999998
16.55765,15.388829999999999,15.311029999999999,14.781889999999999,17.144779999999997,0.00272033
19.15915,18.03193,17.40089,17.01182,16.790960000000002,0.13975
18.28472,16.78987,16.12285,15.77605,15.564739999999999,0.0729125
20.44495,18.45502,17.43824,16.989720000000002,16.663729999999997,0.146493
19.16244,17.92115,17.38138,17.062379999999997,16.84145,0.083756
20.4065,18.660870000000003,17.67579,17.20853,16.81748,0.11284000000000001
19.94565,18.288520000000002,17.36567,16.95552,16.6295,0.11145
18.40295,16.59885,15.8077,15.42919,15.112260000000001,0.023512400000000003
18.245910000000002,17.08685,16.569570000000002,16.20112,16.00105,0.06732239999999999
17.95391,16.68319,16.22466,15.9498,15.79778,0.0268238
20.41175,18.399520000000003,17.34044,16.88225,16.473860000000002,0.14177599999999999
16.82978,15.630770000000002,15.135810000000001,14.871039999999999,14.695929999999999,0.030361000000000003
18.649520000000003,16.79046,15.91225,15.49514,15.163720000000001,0.0630836
20.696070000000002,18.5813,17.489079999999998,17.0058,16.66984,0.175532
18.887529999999998,17.62807,17.17278,16.88937,16.74964,0.0502415
19.218429999999998,18.00121,17.23944,16.82327,16.5711,0.14607699999999998
19.6558,18.21173,17.4931,17.11244,16.82742,0.0498215
19.91854,18.31622,17.61979,17.21537,16.97931,0.10778900000000001
19.88356,18.258689999999998,17.325779999999998,16.89971,16.59611,0.129923
20.13135,18.185029999999998,17.14779,16.64569,16.243779999999997,0.107044
16.96433,15.85348,15.3511,15.08695,14.86185,0.0394891
19.64254,17.69812,16.63403,16.18044,15.818420000000001,0.145025
19.954629999999998,18.21,17.1958,16.71344,16.387829999999997,0.141747
19.25386,18.062520000000003,17.5478,17.23256,17.07219,0.127547
20.36717,18.35005,17.35435,16.89037,16.53013,0.0942485
20.098110000000002,18.23317,17.141820000000003,16.69794,16.28988,0.1228
20.332539999999998,18.52165,17.661270000000002,17.27543,16.960279999999997,0.0784392
18.32005,17.18615,16.77778,16.543960000000002,16.32525,0.045936300000000006
20.78874,18.92238,17.95717,17.503429999999998,17.15371,0.10857
19.04879,17.74523,17.22271,16.90026,16.660429999999998,0.0511843
20.14818,18.24756,17.25177,16.82027,16.47908,0.10438599999999999
20.784670000000002,18.71612,17.50845,17.04111,16.67738,0.178264
17.82705,16.373829999999998,15.65567,15.275739999999999,14.962539999999999,0.0381187
19.62124,18.3066,17.53085,17.1143,16.81907,0.101163
20.67405,18.67865,17.59424,17.16627,16.78922,0.139356
19.49726,17.58223,16.58815,16.1601,15.78715,0.100766
19.33319,17.985310000000002,17.21653,16.81849,16.51841,0.105999
21.29297,19.01631,17.50785,16.94454,16.543120000000002,0.248677
18.58386,17.49212,16.969839999999998,16.67043,16.44979,0.0399792
17.49449,15.93121,15.16835,14.72615,14.419920000000001,0.04079
20.08534,18.00606,16.97241,16.51141,16.10647,0.08944869999999999
21.05246,18.88097,17.706870000000002,17.260820000000002,16.89159,0.151524
17.215139999999998,15.20824,14.28005,13.839939999999999,13.489279999999999,0.0634219
19.31605,18.00046,17.29874,16.93496,16.67401,0.14489200000000002
17.69761,15.90526,15.07107,14.68968,14.37526,0.0349465
20.68555,18.69831,17.57451,17.09395,16.726670000000002,0.169696
18.58321,16.9316,16.17362,15.81945,15.528170000000001,0.0260647
20.26812,18.25677,17.1502,16.688660000000002,16.30711,0.13131199999999998
21.6667,19.064339999999998,17.686139999999998,17.11804,16.75809,0.22746599999999997
19.36522,17.72798,16.92379,16.48937,16.15549,0.0844002
18.759179999999997,17.540020000000002,17.02531,16.73258,16.54064,0.102979
20.38503,18.50209,17.514979999999998,17.102610000000002,16.78064,0.12301
18.96821,17.90462,17.34891,17.05565,16.85517,0.11644700000000001
19.0128,17.60318,16.85537,16.44837,16.19405,0.08519739999999999
19.191779999999998,17.841910000000002,17.19466,16.82015,16.50204,0.0993705
20.888720000000003,18.81519,17.565479999999997,17.06784,16.68079,0.172991
19.34949,18.08109,17.34858,16.95346,16.65775,0.0899978
19.21459,18.02526,17.27899,16.8409,16.60764,0.19780999999999999
20.39905,18.67225,17.20515,16.6578,16.32631,0.247481
18.42727,17.213520000000003,16.65365,16.3428,16.1341,0.081887
19.153489999999998,17.64716,16.93657,16.54301,16.25323,0.0546028
20.999979999999997,18.91685,17.513189999999998,16.8815,16.44659,0.162656
20.20051,18.33715,17.40881,16.9932,16.67513,0.08222689999999999
19.999229999999997,17.96354,16.93705,16.49984,16.15785,0.133425
20.051,18.47411,17.634339999999998,17.2005,16.913120000000003,0.0964507
20.31946,18.38124,17.27993,16.7337,16.31224,0.146419
20.780079999999998,18.690929999999998,17.63345,17.14666,16.71852,0.112697
19.07169,17.67334,16.90586,16.508110000000002,16.228679999999997,0.11326099999999999
18.243679999999998,17.00434,16.49427,16.184520000000003,15.95721,0.056216300000000004
17.88779,16.30793,15.53761,15.140529999999998,14.847470000000001,0.055237800000000004
20.40309,18.569770000000002,17.712229999999998,17.32314,17.0296,0.117475
18.81051,17.35781,16.705579999999998,16.28886,16.029429999999998,0.07002180000000001
18.3297,17.008370000000003,16.41001,16.09104,15.82647,0.045969199999999995
19.94513,18.14545,17.156979999999997,16.66337,16.46697,0.133975
19.17826,18.05396,17.57854,17.32984,17.17645,0.025850400000000003
20.39017,18.612389999999998,17.46248,16.98854,16.67055,0.169902
19.81267,17.81512,16.72373,16.24139,15.80521,0.11669000000000002
18.69949,16.83744,15.972320000000002,15.57581,15.28036,0.0476359
19.750339999999998,18.45835,17.806910000000002,17.44644,17.23454,0.0881601
20.03827,18.3212,17.3639,16.9328,16.57552,0.116933
18.293029999999998,17.28968,16.90266,16.673560000000002,16.57291,0.0504822
19.2383,18.1989,17.79192,17.46761,17.34978,0.0843293
20.09843,18.11807,17.22063,16.771060000000002,16.44791,0.080826
19.603479999999998,17.74031,16.80084,16.39067,16.03559,0.0826216
20.76296,18.802629999999997,17.69525,17.12758,16.642770000000002,0.11772
20.6655,18.41925,17.121470000000002,16.632089999999998,16.28063,0.200074
19.16414,17.16675,16.21424,15.770229999999998,15.42429,0.0805961
20.34344,18.412,17.45673,17.02872,16.71088,0.0778687
19.68877,18.27092,17.50039,17.06618,16.773970000000002,0.112517
18.22467,16.21669,15.260689999999999,14.809870000000002,14.43619,0.084489
19.345779999999998,17.49861,16.58409,16.16054,15.81821,0.0850371
19.69197,17.483420000000002,16.22496,15.7316,15.40102,0.17269600000000002
17.84645,16.02205,15.19914,14.79682,14.464160000000001,0.0527568
20.261979999999998,18.28939,17.240479999999998,16.79674,16.42181,0.11208900000000001
18.74335,17.25169,16.485689999999998,16.084789999999998,15.769129999999999,0.0787651
17.74144,16.37023,15.804739999999999,15.47785,15.328560000000001,0.0641012
19.74193,17.79601,16.59142,16.079420000000002,15.6984,0.15195799999999998
18.805999999999997,17.22326,16.456889999999998,16.084310000000002,15.842570000000002,0.0840664
21.09931,19.108420000000002,17.796879999999998,17.27851,16.9151,0.191801
20.086389999999998,18.44741,17.63169,17.21154,16.90938,0.0782716
19.0793,17.11244,16.18337,15.75234,15.41276,0.06402709999999999
19.47048,18.209789999999998,17.57882,17.22025,16.948829999999997,0.047686599999999996
19.834429999999998,18.592779999999998,17.80718,17.372889999999998,17.08814,0.19351600000000002
21.290979999999998,19.2509,17.82808,17.30976,16.93918,0.21875799999999998
19.86749,17.940279999999998,17.04083,16.61744,16.22208,0.116944
20.16739,18.27192,17.370929999999998,16.94613,16.64013,0.067441
19.37114,18.21733,17.77604,17.49005,17.35109,0.0967352
18.46813,16.37092,15.386420000000001,14.9306,14.58619,0.0810569
19.67507,17.596410000000002,16.56641,16.12012,15.73824,0.11430699999999999
20.27447,18.452270000000002,17.38949,16.8459,16.39324,0.11436099999999999
19.42529,18.09072,17.42909,17.03726,16.7673,0.08048630000000001
19.634510000000002,18.27843,17.591720000000002,17.23548,16.95513,0.117743
20.49999,18.62546,17.32369,16.77501,16.3687,0.206587
20.491970000000002,18.65565,17.76675,17.351679999999998,17.1008,0.0657827
17.08971,15.70849,15.11931,14.789979999999998,14.60319,0.0439066
20.04911,18.3782,17.45596,16.96229,16.603170000000002,0.146196
18.75672,17.327479999999998,16.74146,16.457639999999998,16.25235,0.0828675
18.55981,17.2965,16.75648,16.37561,16.158739999999998,0.0800325
21.42474,18.88224,17.66333,17.15031,16.79851,0.200477
19.20358,17.24,16.09906,15.647789999999999,15.29625,0.150221
19.06758,17.845010000000002,17.25301,16.91584,16.67379,0.10740699999999999
20.04875,18.50488,17.649060000000002,17.229589999999998,16.91055,0.08931130000000001
20.61516,18.66969,17.336289999999998,16.83415,16.50561,0.192909
19.96174,18.52593,17.65955,17.2062,16.87429,0.09116389999999999
19.706879999999998,18.02926,17.10866,16.718510000000002,16.39834,0.103921
20.04045,18.09731,17.11364,16.66539,16.31404,0.100972
19.80997,17.9295,17.015420000000002,16.52995,16.21559,0.10561199999999998
19.80304,18.16604,17.22263,16.78129,16.52865,0.08751460000000001
17.392689999999998,16.40031,16.12106,15.9368,15.808570000000001,0.0286111
16.26726,14.38535,13.50406,13.03624,12.7394,0.027687700000000003
19.94576,18.178520000000002,17.075110000000002,16.641479999999998,16.28131,0.12336199999999999
19.19142,17.72421,16.90269,16.47276,16.15739,0.11496500000000001
20.09411,18.34323,17.53319,17.10825,16.744510000000002,0.12048800000000001
20.916539999999998,18.80326,17.47984,16.992060000000002,16.67129,0.199883
21.21164,19.10129,17.64912,17.11949,16.74667,0.24661799999999998
20.03888,18.21269,17.24253,16.82704,16.52382,0.12278900000000001
18.05446,16.407729999999997,15.709879999999998,15.39804,15.10943,0.061680099999999995
19.86584,18.23377,17.441270000000003,16.993879999999997,16.69055,0.0645313
20.587429999999998,18.7935,17.63074,17.15062,16.7843,0.16536900000000002
19.146739999999998,17.68445,16.92626,16.70019,16.26595,0.132402
20.24426,18.4677,17.55542,17.10656,16.72922,0.08585060000000001
17.93945,16.38027,15.644279999999998,15.272089999999999,15.013179999999998,0.051460900000000004
19.06635,17.88595,17.4335,17.1754,17.0128,0.104252
19.14464,17.96658,17.63948,17.43609,17.3574,0.0445721
20.72264,18.835729999999998,17.50085,16.9843,16.6612,0.217817
18.844379999999997,18.01086,17.73496,17.412110000000002,17.35848,0.076308
16.86102,15.339089999999999,14.66794,14.331479999999999,14.087639999999999,0.007577500000000001
19.079320000000003,17.86995,17.21904,16.81018,16.43947,0.108215
19.88008,18.12811,17.01156,16.54136,16.25764,0.17939000000000002
20.20099,17.96964,17.03556,16.59525,16.23763,0.0752337
19.615070000000003,17.7388,16.74244,16.33084,15.98776,0.11214400000000001
18.076179999999997,16.22276,15.31599,14.891670000000001,14.573260000000001,0.071309
19.02923,17.92706,17.45591,17.12282,16.96257,0.062933
19.893810000000002,17.97693,16.92969,16.50264,16.15795,0.130119
19.02843,17.51249,16.745829999999998,16.33544,16.02049,0.0508347
19.725260000000002,18.155,17.53245,17.203139999999998,16.99168,0.0830769
19.50638,18.183629999999997,17.48934,17.14025,16.910629999999998,0.126116
18.89957,17.93729,17.51829,17.22044,17.05143,0.050538599999999996
20.11073,18.2227,17.17551,16.75463,16.405929999999998,0.12501099999999998
19.958879999999997,18.67325,17.85408,17.438570000000002,17.13617,0.15446300000000002
19.62347,17.98572,17.08108,16.63706,16.354329999999997,0.114799
20.16575,18.50666,17.49107,17.041,16.70405,0.169829
18.85892,17.69813,17.1251,16.78685,16.57005,0.0408125
17.05441,15.048589999999999,14.15726,13.750960000000001,13.42673,0.0524726
19.51441,18.06531,17.1454,16.69524,16.343020000000003,0.146102
20.20544,18.261670000000002,17.32797,16.92248,16.6353,0.07698200000000001
18.78807,17.70505,17.25365,16.90902,16.73616,0.0792181
18.7576,17.26546,16.45015,16.04937,15.74366,0.0630083
20.11213,18.68021,17.852999999999998,17.3771,17.07771,0.09590889999999999
19.65611,18.39668,17.6575,17.31437,17.064970000000002,0.12326500000000001
18.03761,16.45879,15.690220000000002,15.312420000000001,15.02757,0.0294365
20.0925,18.219179999999998,17.31939,16.82858,16.56019,0.11148499999999999
18.26401,16.32763,15.337029999999999,14.804689999999999,14.363220000000002,0.028776299999999998
20.267310000000002,18.57113,17.794520000000002,17.42127,17.16084,0.07115199999999999
18.00047,16.70121,16.06174,15.61839,15.34317,0.04084430000000001
19.52458,17.68964,16.71566,16.2579,15.904679999999999,0.10340999999999999
20.1548,18.34214,17.392139999999998,16.969,16.6216,0.0774151
21.401229999999998,19.15595,17.80406,17.29359,16.8595,0.177366
19.30779,18.04031,17.45649,17.09309,16.886979999999998,0.0764442
18.964129999999997,17.31966,16.47564,15.97684,15.60953,0.0708811
19.76217,17.84206,16.88148,16.4257,16.076079999999997,0.0800296
18.34272,17.20371,16.73759,16.42919,16.29094,0.054240199999999995
20.00296,18.09362,17.04693,16.6319,16.24912,0.125057
19.09715,17.80128,16.927570000000003,16.483439999999998,16.21711,0.145242
17.53226,15.756670000000002,14.865470000000002,14.4075,14.07549,0.0286111
16.95741,15.037870000000002,14.160620000000002,13.762720000000002,13.393289999999999,0.0406782
17.667839999999998,15.880629999999998,15.052810000000001,14.68015,14.408339999999999,0.0578359
18.55036,17.233810000000002,16.67201,16.2974,16.06716,0.054252499999999995
18.404510000000002,16.62334,15.87055,15.44614,15.156629999999998,0.054898300000000004
19.97107,18.43323,17.58952,17.20082,16.860210000000002,0.150315
18.26784,16.94409,16.388460000000002,16.1091,15.921170000000002,0.042435400000000005
18.27885,17.01284,16.4611,16.13342,15.881960000000001,0.0418969
18.89451,16.99099,16.074089999999998,15.65458,15.31964,0.061108800000000005
18.40745,17.1518,16.640810000000002,16.33447,16.162110000000002,0.05683
19.89884,18.004279999999998,17.122510000000002,16.62475,16.27359,0.11978499999999999
18.13339,16.82282,16.31096,16.08938,16.01257,0.030670099999999995
20.08995,18.24829,17.30406,16.883779999999998,16.55394,0.101354
18.70522,17.35931,16.796429999999997,16.45525,16.2613,0.08045880000000001
18.93123,17.71871,17.24534,16.94953,16.72824,0.05714059999999999
19.68787,17.760679999999997,16.811,16.37267,16.02797,0.08503560000000002
17.41339,15.803560000000001,15.03609,14.6219,14.34999,0.056517700000000004
19.93757,18.64844,17.79465,17.35762,17.09101,0.192956
19.96249,18.01996,16.84686,16.355439999999998,15.98492,0.150018
20.30425,18.50929,17.50842,17.04734,16.73201,0.141519
20.93412,19.09616,17.68913,17.17195,16.8231,0.21920900000000001
19.65305,17.731920000000002,16.76525,16.34763,16.01464,0.08964069999999999
21.05716,18.983629999999998,17.678829999999998,17.14441,16.762929999999997,0.180616
18.79746,17.03806,16.06999,15.588170000000002,15.21401,0.07729950000000001
21.16241,19.10536,17.66357,17.12371,16.71515,0.231303
19.13462,18.00319,17.63857,17.396379999999997,17.24118,0.035548699999999996
19.955,18.88177,17.9232,17.46735,17.15198,0.191863
19.62794,17.75691,16.9344,16.4728,16.19867,0.045324500000000004
19.0561,17.66988,17.08703,16.77396,16.63843,0.0472106
19.29586,17.35056,16.45597,16.01645,15.709929999999998,0.06397749999999999
20.05714,18.36926,17.37685,16.92081,16.54886,0.189378
19.7859,18.01618,16.92932,16.45224,16.111620000000002,0.135414
20.46828,18.34746,17.3189,16.878020000000003,16.54166,0.121674
20.41181,18.641070000000003,17.617070000000002,17.19081,16.86649,0.12116800000000001
19.87255,18.00887,16.93696,16.47958,16.10107,0.11847
20.40875,18.21635,17.68179,17.2663,17.25101,0.0456413
19.83277,18.33996,17.59129,17.19775,16.91818,0.0990732
19.05046,18.066779999999998,17.61329,17.304270000000002,17.16345,0.104887
20.99166,18.773120000000002,17.74622,17.27361,16.87725,0.1235
19.98948,18.18453,17.20179,16.747989999999998,16.43668,0.124161
18.78422,17.5683,17.08023,16.74257,16.582720000000002,0.0611877
20.46284,18.58989,17.502589999999998,16.99573,16.65289,0.160402
20.69341,18.84027,17.7176,17.255329999999997,16.9444,0.14266099999999998
19.41733,17.856460000000002,17.15915,16.79614,16.60045,0.0783688
19.579179999999997,17.47559,16.4564,16.00406,15.649460000000001,0.0929046
20.3255,18.42614,17.40624,16.842029999999998,16.400579999999998,0.09832010000000001
19.6166,18.05762,17.26105,16.88697,16.55359,0.10723599999999998
21.3947,19.07506,17.72808,17.20625,16.85947,0.20682399999999998
19.44444,18.262970000000003,17.85783,17.52805,17.39092,0.08199780000000001
20.27373,18.45629,17.43385,16.975929999999998,16.64227,0.134184
18.42437,17.212239999999998,16.836370000000002,16.59629,16.53288,0.042773
19.54655,18.31446,17.638560000000002,17.28494,17.00531,0.134959
19.730610000000002,17.938779999999998,17.03913,16.63746,16.28156,0.087063
19.92695,18.36776,17.49158,17.11599,16.77298,0.111526
20.87643,18.86403,17.73209,17.27918,16.938670000000002,0.184156
19.9159,18.629479999999997,17.8652,17.375729999999997,17.081020000000002,0.137604
19.09903,17.40953,16.516460000000002,16.04926,15.701229999999999,0.124921
19.59161,17.90023,17.3349,17.023310000000002,16.82519,0.030177
18.91114,16.909110000000002,15.92407,15.48944,15.15603,0.0887678
20.07491,17.93375,16.931929999999998,16.466089999999998,16.077379999999998,0.0854053
19.82585,18.345029999999998,17.579,17.18698,16.91621,0.124384
18.73002,17.28584,16.55643,16.167820000000003,15.864320000000001,0.0695096
19.77039,18.53806,17.88339,17.521379999999997,17.282120000000003,0.13730599999999998
20.02929,18.33922,17.4725,17.08267,16.726029999999998,0.08611210000000001
21.01936,19.22041,17.75092,17.204060000000002,16.88128,0.22784899999999997
20.51502,18.51227,17.44782,16.99154,16.59573,0.11981800000000001
20.858079999999998,18.75158,17.400270000000003,16.85539,16.488310000000002,0.20513
18.75309,17.1651,16.36779,15.95708,15.65676,0.11036099999999999
19.10681,17.4189,16.50429,16.014129999999998,15.647520000000002,0.0582332
18.913710000000002,17.16863,16.44098,16.09832,15.82685,0.06799680000000001
19.9026,18.081310000000002,17.12914,16.732329999999997,16.3872,0.0906961
16.61777,15.439720000000001,14.94254,14.64104,14.470410000000001,0.042517900000000004
19.76764,18.28397,17.643829999999998,17.27175,16.99374,0.08087899999999999
19.991789999999998,18.087429999999998,17.02538,16.57475,16.230339999999998,0.13041
20.28728,18.489810000000002,17.56024,17.16018,16.82984,0.10864000000000001
18.84096,17.76152,17.28975,16.92614,16.78323,0.0862625
18.158920000000002,16.83438,16.14023,15.735920000000002,15.47804,0.0845168
18.825120000000002,17.53679,17.01531,16.688879999999997,16.48441,0.0759557
19.28268,17.58297,16.75887,16.36512,16.03124,0.07760650000000001
21.20836,19.0611,17.684279999999998,17.177670000000003,16.84355,0.23322600000000002
20.51962,18.61505,17.568189999999998,17.133860000000002,16.73998,0.11540299999999999
19.0414,17.66595,16.93804,16.56585,16.29796,0.11563699999999999
16.81847,15.476320000000001,14.858979999999999,14.465,14.20135,0.0452359
20.386470000000003,18.67856,17.41592,16.908179999999998,16.575860000000002,0.19833299999999998
19.9454,18.42843,17.602999999999998,17.18254,16.89586,0.14091800000000002
17.66929,16.370520000000003,15.83855,15.54916,15.352210000000001,0.034536300000000006
19.95655,18.59289,17.76456,17.31405,17.09927,0.204129
20.00026,18.26606,17.15265,16.652379999999997,16.2659,0.133354
18.627370000000003,16.74899,15.89289,15.49722,15.17109,0.056889199999999994
19.93625,18.08413,17.023889999999998,16.58469,16.22147,0.137234
18.81419,17.96878,17.71001,17.47605,17.46581,0.06607130000000001
20.70824,18.851860000000002,17.7281,17.32725,17.0083,0.157576
19.22165,17.78915,17.06073,16.6752,16.4182,0.0863742
18.57949,17.40235,16.94546,16.65793,16.47237,0.0532953
20.5381,18.718420000000002,17.80001,17.399160000000002,17.07875,0.100047
19.469920000000002,17.66601,16.7907,16.38045,16.08823,0.0669534
20.2508,18.58575,17.60217,17.17403,16.80849,0.11271300000000001
17.260270000000002,15.494929999999998,14.73298,14.35324,14.072189999999999,0.0322551
18.592489999999998,16.93071,16.16421,15.81352,15.54946,0.023361
20.13083,18.276120000000002,17.378770000000003,16.95676,16.636670000000002,0.10335899999999999
18.78941,17.64445,16.99764,16.63831,16.39357,0.102011
20.62559,18.29624,17.22815,16.6901,16.31681,0.152449
20.13772,18.1407,17.15188,16.74919,16.375989999999998,0.113729
20.89327,18.751379999999997,17.57555,17.11674,16.795479999999998,0.166935
19.9759,18.34028,17.49972,17.017870000000002,16.696379999999998,0.0706451
19.11753,17.76613,16.99638,16.5888,16.29004,0.107277
20.15447,18.2337,17.2287,16.80327,16.4516,0.10889000000000001
17.207729999999998,15.99565,15.52586,15.31064,15.15434,0.026223200000000002
20.479129999999998,18.35246,17.27534,16.82805,16.471239999999998,0.13704000000000002
18.7815,17.632089999999998,17.21483,16.90117,16.822229999999998,0.0704985
19.48096,18.30482,17.59647,17.22,17.02223,0.145474
22.270120000000002,19.01306,17.62442,17.11395,16.80128,0.216047
19.49728,18.44097,17.51839,17.0854,16.80605,0.22063000000000002
15.953870000000002,13.97309,13.066410000000001,12.62012,12.300089999999999,0.026413599999999995
20.58965,18.58594,17.341910000000002,16.84123,16.47504,0.19230999999999998
21.32571,19.00346,17.67073,17.176379999999998,16.77536,0.190315
20.32868,18.43664,17.44855,17.02395,16.66198,0.112891
20.4728,18.7878,17.48743,17.02197,16.74746,0.21175100000000002
18.426170000000003,17.43645,17.073320000000002,16.7879,16.710739999999998,0.0847735
19.56108,17.597189999999998,16.64583,16.20179,15.8877,0.102778
18.6925,17.662010000000002,17.10855,16.74231,16.54577,0.151482
